address,balance,energy,hasCode,VET Balance,VTHO Balance, B3TR Balance
0x0011da549b9a9984694f528ebc125d5e39d8a5c0,0x0,0x168a8bb99d159fcc,false,0,1
0x001861acc9b2ef517aa5fd414585b446a955cbe9,0x0,0x0,false,0,0
0x001f63a9c7a7c90a5d12eeeb660c3d5ff7f4c484,0x12ffb54c67635995b8c,0x1def8a563effdb40ec6d,false,5607,141367
0x0025a8ae3475ba5d7b5caec51e674af84177e389,0x0,0x0,false,0,0
0x0029f15a1c2a574468ada45d513317c43f7d4863,0x0,0xc551947dcd05b5d7d,false,0,227
0x00337efdc08921773fefc799f7eed059e48f8ee3,0xb32a4a29c64359e764,0x6db8c5299134a25278,false,3305,2024
0x003401649e584e2574d34f09c26b9a69e8932eff,0xeab272b,0x63c9d1121a9f1a1c,false,0,7
0x0043970a0c995d3735f065db40410d9385060ef6,0x38b3174d3f7933000,0xf0e764c2d9d76840,false,65,17
0x005259bcae5a8cb328b9d11f948027d4d23e560d,0x0,0x0,false,0,0
0x00586fabb89aa6354c8e170e963984eee45f50ad,0x1296d2cd16e4c1fbd0000,0x673e076d05964b68062e,false,1404556,487547
0x005d793b3f9b8c9e9d8096e249274ecacf9ba27d,0x2e465373eef4d274ad0,0x1e67f9ae2c5778bb8730,false,13657,143589
0x005e907390740c30a5e2ed683000169fbb2c5f38,0x1b8758bda15f99085dea,0x8c9c035d47d00f71a776,false,130000,664009
0x006700d7446e0a04d71529dce1b80fb030d3fc0a,0x762eebca686f41eed49,0xeceb92f3e81b50b2d8b,false,34881,69926
0x006ae3cd4ebecd6dad19c9c5b115b70aa332a673,0x30ca49f466f1c72400,0x2a66b52e29a9c10c1f27,false,900,200234
0x006f8eeb8b2aae42a9901a7e03260d8f1fe9c36f,0x1d3c37ec17acd80400,0x87713b356cd1f7aec,false,539,156
0x007f07b50c6d689b3c3f977f9034c688b8a6c068,0x15240329e9418d000,0xe48837e7c8349c3e0,false,24,263
0x008a85839ff18c0e4c175f47402404c17fbc52c3,0x4182f860d7d4cbf4179,0x1e2c768efcefa9a0707,false,19335,8905
0x0091945978987beb0f716ce7eeaecc91ccc818f2,0x19579beb6d46c5c000,0x14d785e784128e07917,false,467,6151
0x0091b886ba0a7684c9fd9d607ac30d9bd07c5f3b,0x154715ff28d879640000,0x40166bfcf3e41b89bbe,false,100481,18915
